User_ID,Age,Gender,Country,Subscription_Status,Total_WatchTime,Device
SF_3212,12,FEMALE,INDIA,Subscriber,190,Smart TV
SF_3213,44,FEMALE,CANADA,Free,332,Tablet
SF_3214,35,FEMALE,FRANCE,Free,153,Desktop
SF_3215,58,FEMALE,ITALY,Subscriber,480,Desktop
SF_3216,12,MALE,INDIA,Subscriber,43,Desktop
SF_3217,25,FEMALE,CANADA,Free,331,Smart TV
SF_3218,43,MALE,INDIA,Subscriber,463,Tablet
SF_3219,28,FEMALE,INDIA,Subscriber,104,Smart TV
SF_3220,17,MALE,USA,Free,438,Tablet
SF_3221,64,MALE,FRANCE,Free,190,Smart TV
SF_3222,59,MALE,CANADA,Subscriber,442,Tablet
SF_3223,12,MALE,USA,Free,66,Desktop
SF_3224,38,FEMALE,INDIA,Subscriber,394,Smart TV
SF_3225,32,MALE,INDIA,Free,495,Tablet
SF_3226,56,MALE,INDIA,Subscriber,410,Smart TV
SF_3227,56,FEMALE,ITALY,Subscriber,416,Tablet
SF_3228,16,MALE,USA,Free,447,Desktop
SF_3229,64,FEMALE,INDIA,Free,66,Mobile
SF_3230,41,MALE,UK,Free,446,Desktop
SF_3231,19,MALE,ITALY,Free,479,Desktop
SF_3232,40,MALE,INDIA,Free,12,Smart TV
SF_3233,62,MALE,CANADA,Free,213,Smart TV
SF_3234,53,FEMALE,FRANCE,Subscriber,158,Tablet
SF_3235,24,MALE,USA,Free,413,Smart TV
SF_3236,29,MALE,UK,Subscriber,231,Tablet
SF_3237,58,MALE,UK,Subscriber,414,Tablet
SF_3238,10,MALE,UK,Free,69,Tablet
SF_3239,48,FEMALE,USA,Free,301,Mobile
SF_3240,46,MALE,USA,Subscriber,196,Mobile
SF_3241,43,FEMALE,USA,Free,86,Mobile
SF_3242,26,MALE,ITALY,Subscriber,386,Mobile
SF_3243,13,MALE,CANADA,Free,109,Smart TV
SF_3244,26,FEMALE,ITALY,Subscriber,20,Tablet
SF_3245,44,MALE,USA,Free,209,Tablet
SF_3246,59,FEMALE,FRANCE,Subscriber,303,Tablet
SF_3247,57,MALE,CANADA,Subscriber,156,Desktop
SF_3248,59,FEMALE,INDIA,Subscriber,399,Desktop
SF_3249,21,FEMALE,UK,Free,403,Desktop
SF_3250,42,MALE,INDIA,Subscriber,492,Smart TV
SF_3251,12,MALE,FRANCE,Free,261,Smart TV
SF_3252,56,MALE,ITALY,Subscriber,13,Desktop
SF_3253,12,FEMALE,FRANCE,Subscriber,192,Tablet
SF_3254,32,FEMALE,CANADA,Subscriber,225,Desktop
SF_3255,17,FEMALE,ITALY,Free,329,Mobile
SF_3256,13,MALE,UK,Subscriber,375,Mobile
SF_3257,64,MALE,UK,Free,305,Desktop
SF_3258,46,MALE,ITALY,Subscriber,158,Mobile
SF_3259,14,FEMALE,CANADA,Free,10,Tablet
SF_3260,15,MALE,USA,Free,114,Mobile
SF_3261,52,MALE,CANADA,Subscriber,175,Desktop
SF_3262,62,MALE,FRANCE,Subscriber,436,Desktop
SF_3263,59,MALE,CANADA,Subscriber,287,Tablet
SF_3264,24,FEMALE,ITALY,Free,139,Desktop
SF_3265,47,MALE,USA,Free,98,Desktop
SF_3266,26,FEMALE,FRANCE,Subscriber,226,Tablet
SF_3267,34,MALE,FRANCE,Subscriber,305,Desktop
SF_3268,18,MALE,CANADA,Subscriber,312,Desktop
SF_3269,21,FEMALE,INDIA,Subscriber,242,Tablet
SF_3270,19,MALE,CANADA,Subscriber,287,Mobile
SF_3271,46,FEMALE,USA,Free,77,Smart TV
SF_3272,45,MALE,INDIA,Subscriber,247,Mobile
SF_3273,17,MALE,INDIA,Free,29,Tablet
SF_3274,10,MALE,USA,Subscriber,329,Tablet
SF_3275,35,MALE,FRANCE,Free,430,Smart TV
SF_3276,51,MALE,ITALY,Subscriber,179,Desktop
SF_3277,33,MALE,FRANCE,Subscriber,295,Tablet
SF_3278,33,MALE,ITALY,Free,40,Desktop
SF_3279,33,MALE,FRANCE,Subscriber,53,Tablet
SF_3280,54,MALE,FRANCE,Subscriber,319,Smart TV
SF_3281,28,MALE,INDIA,Subscriber,94,Tablet
SF_3282,63,MALE,USA,Free,351,Tablet
SF_3283,22,MALE,INDIA,Subscriber,379,Desktop
SF_3284,23,MALE,UK,Subscriber,276,Mobile
SF_3285,9,MALE,USA,Free,88,Smart TV
SF_3286,64,FEMALE,CANADA,Subscriber,347,Desktop
SF_3287,29,MALE,ITALY,Free,283,Mobile
SF_3288,63,MALE,ITALY,Subscriber,20,Mobile
SF_3289,62,MALE,FRANCE,Free,341,Mobile
SF_3290,33,MALE,CANADA,Subscriber,136,Desktop
SF_3291,61,FEMALE,ITALY,Free,199,Desktop
SF_3292,56,FEMALE,FRANCE,Subscriber,111,Mobile
SF_3293,38,MALE,CANADA,Free,219,Desktop
SF_3294,28,MALE,FRANCE,Free,220,Smart TV
SF_3295,28,MALE,USA,Subscriber,129,Smart TV
SF_3296,42,MALE,FRANCE,Subscriber,243,Tablet
SF_3297,38,MALE,FRANCE,Subscriber,254,Desktop
SF_3298,28,MALE,USA,Subscriber,273,Mobile
SF_3299,28,FEMALE,ITALY,Free,139,Desktop
SF_3300,29,MALE,FRANCE,Free,110,Tablet
SF_3301,55,FEMALE,UK,Free,337,Desktop
SF_3302,48,MALE,INDIA,Subscriber,94,Smart TV
SF_3303,46,MALE,INDIA,Free,88,Tablet
SF_3304,28,FEMALE,INDIA,Subscriber,286,Desktop
SF_3305,32,MALE,USA,Subscriber,258,Smart TV
SF_3306,19,MALE,FRANCE,Free,458,Desktop
SF_3307,13,MALE,CANADA,Free,78,Desktop
SF_3308,44,FEMALE,CANADA,Free,216,Smart TV
SF_3309,20,MALE,UK,Free,172,Tablet
SF_3310,19,MALE,FRANCE,Free,410,Smart TV
SF_3311,45,MALE,USA,Subscriber,219,Tablet
SF_3312,18,FEMALE,FRANCE,Free,485,Desktop
SF_3313,35,MALE,FRANCE,Subscriber,368,Tablet
SF_3314,43,MALE,UK,Free,420,Mobile
SF_3315,62,MALE,ITALY,Subscriber,476,Tablet
SF_3316,60,MALE,UK,Subscriber,496,Tablet
SF_3317,44,MALE,FRANCE,Subscriber,427,Mobile
SF_3318,42,MALE,CANADA,Free,121,Smart TV
SF_3319,15,FEMALE,FRANCE,Free,313,Desktop
SF_3320,26,MALE,USA,Free,395,Mobile
SF_3321,31,MALE,UK,Free,364,Tablet
SF_3322,30,FEMALE,USA,Free,245,Desktop
SF_3323,65,MALE,ITALY,Free,164,Tablet
SF_3324,45,MALE,ITALY,Subscriber,100,Smart TV
SF_3325,49,FEMALE,USA,Subscriber,75,Tablet
SF_3326,52,MALE,UK,Free,123,Desktop
SF_3327,64,MALE,INDIA,Free,100,Tablet
SF_3328,41,MALE,CANADA,Subscriber,225,Desktop
SF_3329,38,MALE,USA,Free,402,Desktop
SF_3330,36,FEMALE,INDIA,Free,216,Tablet
SF_3331,11,FEMALE,USA,Free,492,Desktop
SF_3332,55,MALE,ITALY,Free,27,Desktop
SF_3333,11,MALE,FRANCE,Free,107,Tablet
SF_3334,45,MALE,ITALY,Subscriber,82,Mobile
SF_3335,48,MALE,UK,Subscriber,183,Desktop
SF_3336,32,MALE,FRANCE,Subscriber,453,Mobile
SF_3337,38,MALE,FRANCE,Free,434,Mobile
SF_3338,52,MALE,FRANCE,Subscriber,417,Smart TV
SF_3339,57,MALE,USA,Free,91,Smart TV
SF_3340,64,MALE,INDIA,Free,427,Tablet
SF_3341,59,MALE,UK,Free,155,Smart TV
SF_3342,29,FEMALE,USA,Subscriber,459,Desktop
SF_3343,34,FEMALE,UK,Free,249,Desktop
SF_3344,61,MALE,USA,Free,376,Tablet
SF_3345,61,MALE,ITALY,Subscriber,208,Tablet
SF_3346,59,MALE,FRANCE,Subscriber,159,Mobile
SF_3347,51,FEMALE,UK,Free,319,Tablet
SF_3348,46,MALE,ITALY,Subscriber,364,Smart TV
SF_3349,62,FEMALE,INDIA,Free,118,Mobile
SF_3350,52,FEMALE,CANADA,Free,79,Mobile
SF_3351,22,FEMALE,ITALY,Free,383,Desktop
SF_3352,62,MALE,FRANCE,Free,94,Mobile
SF_3353,24,MALE,USA,Subscriber,206,Mobile
SF_3354,49,MALE,ITALY,Subscriber,67,Smart TV
SF_3355,27,MALE,USA,Free,215,Mobile
SF_3356,28,MALE,INDIA,Subscriber,86,Smart TV
SF_3357,61,MALE,INDIA,Subscriber,367,Desktop
SF_3358,10,FEMALE,FRANCE,Subscriber,453,Smart TV
SF_3359,11,MALE,CANADA,Free,219,Mobile
SF_3360,21,FEMALE,UK,Subscriber,265,Tablet
SF_3361,22,MALE,ITALY,Subscriber,163,Smart TV
SF_3362,10,FEMALE,USA,Free,191,Smart TV
SF_3363,28,FEMALE,UK,Free,462,Mobile
SF_3364,59,MALE,ITALY,Subscriber,351,Desktop
SF_3365,17,MALE,FRANCE,Free,281,Mobile
SF_3366,34,MALE,USA,Subscriber,375,Desktop
SF_3367,20,MALE,ITALY,Subscriber,355,Mobile
SF_3368,61,MALE,CANADA,Subscriber,493,Smart TV
SF_3369,39,MALE,USA,Subscriber,361,Smart TV
SF_3370,46,MALE,USA,Subscriber,35,Smart TV
SF_3371,44,MALE,UK,Subscriber,367,Smart TV
SF_3372,48,MALE,UK,Subscriber,331,Mobile
SF_3373,12,MALE,ITALY,Free,337,Smart TV
SF_3374,38,MALE,INDIA,Subscriber,353,Desktop
SF_3375,11,MALE,ITALY,Free,231,Tablet
SF_3376,25,MALE,ITALY,Free,388,Tablet
SF_3377,34,MALE,ITALY,Free,406,Smart TV
SF_3378,58,MALE,FRANCE,Subscriber,331,Smart TV
SF_3379,46,MALE,FRANCE,Free,423,Tablet
SF_3380,29,MALE,FRANCE,Subscriber,392,Desktop
SF_3381,49,MALE,ITALY,Free,337,Tablet
SF_3382,41,FEMALE,CANADA,Subscriber,422,Mobile
SF_3383,39,MALE,UK,Subscriber,424,Smart TV
SF_3384,17,MALE,USA,Free,295,Desktop
SF_3385,48,FEMALE,INDIA,Subscriber,400,Mobile
SF_3386,57,MALE,FRANCE,Free,317,Desktop
SF_3387,21,MALE,CANADA,Free,272,Tablet
SF_3388,41,FEMALE,ITALY,Free,400,Mobile
SF_3389,52,MALE,CANADA,Free,172,Smart TV
SF_3390,12,FEMALE,USA,Free,458,Desktop
SF_3391,25,MALE,USA,Free,394,Smart TV
SF_3392,11,MALE,INDIA,Free,65,Desktop
SF_3393,18,MALE,UK,Free,44,Desktop
SF_3394,58,MALE,UK,Free,356,Desktop
SF_3395,25,MALE,CANADA,Subscriber,98,Tablet
SF_3396,14,MALE,CANADA,Free,493,Desktop
SF_3397,59,MALE,UK,Subscriber,377,Mobile
SF_3398,56,MALE,INDIA,Free,195,Mobile
SF_3399,41,MALE,FRANCE,Free,441,Tablet
SF_3400,22,MALE,CANADA,Subscriber,164,Tablet
SF_3401,58,MALE,CANADA,Subscriber,53,Desktop
SF_3402,57,MALE,FRANCE,Free,389,Tablet
SF_3403,48,MALE,USA,Subscriber,25,Desktop
SF_3404,36,MALE,ITALY,Free,330,Mobile
SF_3405,9,MALE,CANADA,Free,129,Smart TV
SF_3406,45,FEMALE,CANADA,Subscriber,275,Smart TV
SF_3407,44,FEMALE,FRANCE,Subscriber,365,Desktop
SF_3408,20,MALE,CANADA,Subscriber,485,Mobile
SF_3409,32,MALE,INDIA,Subscriber,198,Mobile
SF_3410,30,MALE,INDIA,Free,67,Mobile
SF_3411,37,MALE,INDIA,Subscriber,223,Tablet
SF_3412,61,MALE,USA,Free,162,Mobile
SF_3413,11,FEMALE,UK,Free,498,Mobile
SF_3414,40,MALE,CANADA,Subscriber,128,Tablet
SF_3415,38,MALE,USA,Free,41,Smart TV
SF_3416,19,MALE,USA,Subscriber,169,Mobile
SF_3417,64,FEMALE,UK,Subscriber,366,Smart TV
SF_3418,35,FEMALE,ITALY,Free,205,Mobile
SF_3419,53,MALE,FRANCE,Subscriber,38,Tablet
SF_3420,43,FEMALE,ITALY,Subscriber,361,Desktop
SF_3421,45,MALE,ITALY,Free,477,Desktop
SF_3422,32,MALE,ITALY,Subscriber,157,Desktop
SF_3423,40,MALE,INDIA,Free,347,Desktop
SF_3424,62,MALE,ITALY,Free,221,Tablet
SF_3425,35,MALE,FRANCE,Subscriber,490,Smart TV
SF_3426,39,MALE,ITALY,Subscriber,252,Mobile
SF_3427,56,MALE,UK,Subscriber,323,Tablet
SF_3428,52,MALE,FRANCE,Subscriber,157,Tablet
SF_3429,16,FEMALE,ITALY,Subscriber,90,Desktop
SF_3430,16,FEMALE,USA,Subscriber,296,Smart TV
SF_3431,17,FEMALE,ITALY,Subscriber,459,Smart TV
SF_3432,41,MALE,USA,Subscriber,381,Tablet
SF_3433,30,MALE,USA,Free,223,Smart TV
SF_3434,20,MALE,ITALY,Subscriber,486,Smart TV
SF_3435,60,MALE,ITALY,Subscriber,421,Mobile
SF_3436,44,MALE,USA,Subscriber,319,Mobile
SF_3437,36,FEMALE,CANADA,Subscriber,317,Mobile
SF_3438,24,FEMALE,ITALY,Subscriber,105,Desktop
SF_3439,12,MALE,UK,Free,140,Smart TV
SF_3440,34,MALE,USA,Free,64,Smart TV
SF_3441,14,FEMALE,USA,Subscriber,453,Mobile
SF_3442,13,MALE,USA,Free,345,Tablet
SF_3443,64,FEMALE,FRANCE,Free,313,Smart TV
SF_3444,27,MALE,ITALY,Subscriber,248,Desktop
SF_3445,62,FEMALE,CANADA,Free,465,Desktop
SF_3446,14,MALE,UK,Subscriber,104,Desktop
SF_3447,41,MALE,USA,Free,18,Desktop
SF_3448,41,FEMALE,USA,Free,161,Mobile
SF_3449,46,MALE,USA,Free,143,Mobile
SF_3450,16,MALE,INDIA,Subscriber,391,Desktop
SF_3451,28,FEMALE,CANADA,Free,265,Mobile
SF_3452,55,MALE,ITALY,Subscriber,138,Tablet
SF_3453,31,MALE,FRANCE,Subscriber,118,Smart TV
SF_3454,59,MALE,UK,Subscriber,188,Smart TV
SF_3455,35,FEMALE,CANADA,Free,461,Smart TV
SF_3456,19,MALE,ITALY,Free,92,Mobile
SF_3457,14,MALE,USA,Subscriber,122,Smart TV
SF_3458,33,MALE,USA,Subscriber,155,Mobile
SF_3459,48,MALE,CANADA,Free,143,Desktop
SF_3460,54,MALE,USA,Free,184,Mobile
SF_3461,31,MALE,ITALY,Subscriber,131,Tablet
SF_3462,52,FEMALE,INDIA,Subscriber,494,Desktop
SF_3463,48,MALE,ITALY,Free,188,Tablet
SF_3464,51,FEMALE,ITALY,Free,248,Tablet
SF_3465,41,MALE,INDIA,Free,114,Mobile
SF_3466,9,MALE,UK,Subscriber,320,Tablet
SF_3467,26,MALE,USA,Subscriber,388,Tablet
SF_3468,10,MALE,USA,Free,278,Smart TV
SF_3469,57,MALE,CANADA,Subscriber,117,Smart TV
SF_3470,24,MALE,UK,Subscriber,166,Smart TV
SF_3471,13,MALE,ITALY,Subscriber,304,Mobile
SF_3472,48,MALE,INDIA,Subscriber,151,Mobile
SF_3473,39,FEMALE,CANADA,Free,318,Tablet
SF_3474,51,MALE,FRANCE,Subscriber,214,Desktop
SF_3475,32,MALE,USA,Subscriber,14,Smart TV
SF_3476,55,MALE,INDIA,Free,431,Mobile
SF_3477,22,FEMALE,USA,Free,49,Tablet
SF_3478,58,MALE,INDIA,Subscriber,492,Smart TV
SF_3479,43,MALE,ITALY,Subscriber,342,Tablet
SF_3480,16,MALE,ITALY,Subscriber,69,Tablet
SF_3481,23,MALE,ITALY,Subscriber,314,Mobile
SF_3482,42,MALE,FRANCE,Subscriber,234,Desktop
SF_3483,27,FEMALE,FRANCE,Subscriber,373,Smart TV
SF_3484,63,MALE,CANADA,Subscriber,267,Desktop
SF_3485,49,MALE,CANADA,Free,173,Tablet
SF_3486,53,FEMALE,USA,Subscriber,144,Smart TV
SF_3487,11,MALE,USA,Subscriber,186,Smart TV
SF_3488,32,MALE,CANADA,Free,243,Desktop
SF_3489,34,MALE,FRANCE,Free,71,Smart TV
SF_3490,45,MALE,INDIA,Free,222,Tablet
SF_3491,38,MALE,USA,Subscriber,246,Mobile
SF_3492,58,MALE,CANADA,Subscriber,478,Smart TV
SF_3493,38,MALE,ITALY,Free,355,Smart TV
SF_3494,32,MALE,FRANCE,Free,318,Desktop
SF_3495,45,MALE,USA,Free,95,Tablet
SF_3496,17,MALE,ITALY,Free,219,Desktop
SF_3497,44,FEMALE,USA,Subscriber,123,Desktop
SF_3498,25,MALE,INDIA,Subscriber,159,Mobile
SF_3499,10,MALE,USA,Subscriber,139,Smart TV
SF_3500,62,MALE,CANADA,Subscriber,182,Tablet
SF_3501,10,FEMALE,ITALY,Free,373,Mobile
SF_3502,61,FEMALE,UK,Free,297,Tablet
SF_3503,39,MALE,FRANCE,Free,228,Desktop
SF_3504,52,MALE,USA,Subscriber,22,Desktop
SF_3505,60,FEMALE,ITALY,Free,471,Desktop
SF_3506,11,MALE,CANADA,Subscriber,93,Tablet
SF_3507,43,MALE,CANADA,Free,454,Smart TV
SF_3508,43,MALE,ITALY,Free,341,Smart TV
SF_3509,52,MALE,INDIA,Subscriber,24,Desktop
SF_3510,24,FEMALE,INDIA,Free,287,Smart TV
SF_3511,31,MALE,ITALY,Free,18,Smart TV
SF_3512,56,MALE,USA,Subscriber,102,Smart TV
SF_3513,32,MALE,CANADA,Subscriber,173,Smart TV
SF_3514,27,MALE,UK,Subscriber,293,Desktop
SF_3515,12,MALE,FRANCE,Subscriber,153,Tablet
SF_3516,56,MALE,INDIA,Subscriber,187,Mobile
SF_3517,59,MALE,ITALY,Free,43,Smart TV
SF_3518,13,FEMALE,ITALY,Free,349,Tablet
SF_3519,44,FEMALE,FRANCE,Free,382,Desktop
SF_3520,45,MALE,INDIA,Subscriber,66,Desktop
SF_3521,36,MALE,INDIA,Free,132,Tablet
SF_3522,31,MALE,INDIA,Subscriber,382,Desktop
SF_3523,33,MALE,USA,Subscriber,97,Smart TV
SF_3524,27,FEMALE,INDIA,Free,97,Desktop
SF_3525,30,FEMALE,INDIA,Free,170,Mobile
SF_3526,52,MALE,USA,Free,141,Tablet
SF_3527,46,MALE,USA,Subscriber,288,Tablet
SF_3528,41,MALE,UK,Free,97,Tablet
SF_3529,61,FEMALE,CANADA,Subscriber,28,Mobile
SF_3530,30,MALE,ITALY,Free,220,Smart TV
SF_3531,42,FEMALE,UK,Subscriber,399,Mobile
SF_3532,42,FEMALE,INDIA,Free,26,Tablet
SF_3533,40,MALE,USA,Free,396,Smart TV
SF_3534,53,MALE,CANADA,Subscriber,315,Smart TV
SF_3535,17,MALE,UK,Free,354,Tablet
SF_3536,25,MALE,FRANCE,Subscriber,487,Desktop
SF_3537,31,MALE,FRANCE,Subscriber,44,Desktop
SF_3538,46,MALE,INDIA,Free,391,Desktop
SF_3539,11,FEMALE,UK,Free,489,Smart TV
SF_3540,44,MALE,UK,Subscriber,437,Tablet
SF_3541,47,MALE,INDIA,Subscriber,434,Desktop
SF_3542,57,MALE,FRANCE,Subscriber,174,Tablet
SF_3543,26,MALE,USA,Subscriber,363,Smart TV
SF_3544,16,FEMALE,INDIA,Free,376,Mobile
SF_3545,58,MALE,USA,Free,223,Desktop
SF_3546,17,MALE,ITALY,Free,191,Mobile
SF_3547,65,MALE,USA,Free,226,Smart TV
SF_3548,38,MALE,USA,Free,382,Smart TV
SF_3549,47,FEMALE,USA,Subscriber,141,Desktop
SF_3550,21,MALE,ITALY,Free,374,Tablet
SF_3551,29,FEMALE,USA,Subscriber,407,Tablet
SF_3552,50,FEMALE,ITALY,Free,410,Tablet
SF_3553,38,MALE,CANADA,Free,241,Smart TV
SF_3554,21,MALE,FRANCE,Subscriber,204,Smart TV
SF_3555,59,MALE,FRANCE,Subscriber,226,Desktop
SF_3556,58,MALE,CANADA,Subscriber,313,Smart TV
SF_3557,23,MALE,INDIA,Subscriber,493,Mobile
SF_3558,65,MALE,CANADA,Free,72,Mobile
SF_3559,29,MALE,USA,Subscriber,441,Tablet
SF_3560,34,FEMALE,UK,Free,307,Smart TV
SF_3561,56,MALE,USA,Subscriber,303,Tablet
SF_3562,50,FEMALE,ITALY,Subscriber,249,Tablet
SF_3563,44,MALE,FRANCE,Free,375,Desktop
SF_3564,65,MALE,CANADA,Free,223,Tablet
SF_3565,58,MALE,INDIA,Free,475,Mobile
SF_3566,56,MALE,FRANCE,Free,144,Mobile
SF_3567,37,MALE,FRANCE,Free,73,Desktop
SF_3568,27,MALE,UK,Free,383,Smart TV
SF_3569,23,FEMALE,ITALY,Free,369,Desktop
SF_3570,46,MALE,FRANCE,Subscriber,492,Mobile
SF_3571,34,MALE,CANADA,Subscriber,140,Desktop
SF_3572,61,MALE,CANADA,Free,231,Smart TV
SF_3573,19,MALE,FRANCE,Free,38,Tablet
SF_3574,33,FEMALE,UK,Free,40,Mobile
SF_3575,52,MALE,FRANCE,Subscriber,355,Tablet
SF_3576,65,MALE,USA,Subscriber,388,Smart TV
SF_3577,49,FEMALE,CANADA,Subscriber,92,Desktop
SF_3578,63,MALE,CANADA,Free,330,Smart TV
SF_3579,37,MALE,UK,Free,164,Tablet
SF_3580,12,FEMALE,ITALY,Free,80,Smart TV
SF_3581,11,MALE,INDIA,Subscriber,30,Tablet
SF_3582,51,FEMALE,UK,Free,28,Smart TV
SF_3583,54,FEMALE,CANADA,Subscriber,351,Mobile
SF_3584,60,MALE,UK,Free,208,Desktop
SF_3585,61,MALE,CANADA,Free,22,Tablet
SF_3586,12,MALE,ITALY,Subscriber,93,Tablet
SF_3587,17,MALE,FRANCE,Subscriber,255,Tablet
SF_3588,59,MALE,FRANCE,Subscriber,383,Smart TV
SF_3589,44,FEMALE,USA,Subscriber,468,Mobile
SF_3590,19,FEMALE,UK,Subscriber,273,Tablet
SF_3591,58,MALE,UK,Subscriber,49,Tablet
SF_3592,14,FEMALE,INDIA,Subscriber,366,Tablet
SF_3593,39,FEMALE,UK,Subscriber,455,Smart TV
SF_3594,52,MALE,ITALY,Subscriber,194,Mobile
SF_3595,41,MALE,ITALY,Subscriber,277,Smart TV
SF_3596,53,FEMALE,ITALY,Subscriber,450,Mobile
SF_3597,22,MALE,CANADA,Free,266,Smart TV
SF_3598,23,MALE,CANADA,Free,115,Tablet
SF_3599,20,MALE,CANADA,Free,160,Desktop
SF_3600,19,MALE,UK,Free,447,Smart TV
SF_3601,10,FEMALE,USA,Free,101,Smart TV
SF_3602,9,MALE,ITALY,Subscriber,117,Smart TV
SF_3603,43,FEMALE,ITALY,Subscriber,182,Smart TV
SF_3604,33,FEMALE,CANADA,Free,275,Tablet
SF_3605,39,MALE,FRANCE,Subscriber,79,Desktop
SF_3606,50,FEMALE,ITALY,Subscriber,208,Tablet
SF_3607,43,MALE,USA,Free,483,Mobile
SF_3608,45,FEMALE,USA,Free,296,Desktop
SF_3609,37,FEMALE,INDIA,Subscriber,176,Smart TV
SF_3610,46,MALE,USA,Subscriber,260,Mobile
SF_3611,36,MALE,INDIA,Free,338,Mobile
SF_3612,14,MALE,UK,Free,438,Tablet
SF_3613,20,MALE,FRANCE,Free,211,Mobile
SF_3614,25,MALE,USA,Subscriber,397,Desktop
SF_3615,32,MALE,UK,Subscriber,40,Desktop
SF_3616,30,MALE,USA,Subscriber,312,Mobile
SF_3617,24,MALE,CANADA,Subscriber,473,Smart TV
SF_3618,59,MALE,CANADA,Free,36,Mobile
SF_3619,31,MALE,INDIA,Free,466,Mobile
SF_3620,53,MALE,UK,Subscriber,398,Desktop
SF_3621,27,MALE,UK,Free,364,Smart TV
SF_3622,33,MALE,INDIA,Subscriber,489,Desktop
SF_3623,55,MALE,ITALY,Free,258,Desktop
SF_3624,12,MALE,FRANCE,Free,314,Desktop
SF_3625,52,MALE,USA,Subscriber,26,Mobile
SF_3626,33,MALE,FRANCE,Subscriber,350,Tablet
SF_3627,35,FEMALE,UK,Free,90,Desktop
SF_3628,64,MALE,INDIA,Free,338,Smart TV
SF_3629,46,FEMALE,CANADA,Free,179,Tablet
SF_3630,56,MALE,CANADA,Free,23,Mobile
SF_3631,9,MALE,USA,Free,399,Smart TV
SF_3632,61,MALE,USA,Free,424,Desktop
SF_3633,60,MALE,INDIA,Subscriber,73,Smart TV
SF_3634,32,MALE,ITALY,Free,134,Tablet
SF_3635,44,MALE,UK,Free,138,Mobile
SF_3636,39,MALE,FRANCE,Subscriber,215,Mobile
SF_3637,43,MALE,UK,Subscriber,72,Tablet
SF_3638,45,MALE,FRANCE,Free,431,Desktop
SF_3639,17,MALE,INDIA,Free,353,Smart TV
SF_3640,20,MALE,ITALY,Subscriber,168,Tablet
SF_3641,32,MALE,UK,Free,350,Desktop
SF_3642,13,FEMALE,ITALY,Free,74,Smart TV
SF_3643,62,MALE,INDIA,Subscriber,238,Tablet
SF_3644,48,FEMALE,UK,Free,45,Tablet
SF_3645,59,MALE,INDIA,Subscriber,180,Mobile
SF_3646,47,MALE,ITALY,Subscriber,426,Mobile
SF_3647,39,MALE,USA,Free,12,Tablet
SF_3648,63,MALE,CANADA,Free,279,Desktop
SF_3649,48,FEMALE,CANADA,Free,209,Smart TV
SF_3650,61,MALE,CANADA,Free,218,Mobile
SF_3651,50,MALE,USA,Free,259,Tablet
SF_3652,54,MALE,CANADA,Subscriber,274,Tablet
SF_3653,15,MALE,CANADA,Subscriber,443,Mobile
SF_3654,50,MALE,CANADA,Free,494,Smart TV
SF_3655,56,FEMALE,ITALY,Subscriber,246,Desktop
SF_3656,51,FEMALE,ITALY,Subscriber,172,Desktop
SF_3657,15,MALE,INDIA,Subscriber,32,Desktop
SF_3658,34,FEMALE,USA,Free,372,Smart TV
SF_3659,39,MALE,FRANCE,Free,83,Tablet
SF_3660,50,MALE,ITALY,Subscriber,257,Smart TV
SF_3661,36,MALE,ITALY,Subscriber,369,Tablet
SF_3662,28,MALE,INDIA,Subscriber,86,Desktop
SF_3663,36,FEMALE,USA,Free,473,Smart TV
SF_3664,20,FEMALE,FRANCE,Free,106,Desktop
SF_3665,24,MALE,USA,Free,162,Desktop
SF_3666,55,MALE,ITALY,Free,14,Smart TV
SF_3667,33,FEMALE,CANADA,Subscriber,406,Smart TV
SF_3668,32,FEMALE,UK,Subscriber,222,Smart TV
SF_3669,39,MALE,USA,Subscriber,398,Mobile
SF_3670,28,MALE,ITALY,Free,310,Desktop
SF_3671,45,MALE,CANADA,Subscriber,120,Smart TV
SF_3672,34,MALE,INDIA,Subscriber,366,Tablet
SF_3673,25,MALE,ITALY,Free,19,Mobile
SF_3674,14,MALE,USA,Subscriber,351,Tablet
SF_3675,64,MALE,CANADA,Free,98,Tablet
SF_3676,33,FEMALE,ITALY,Free,335,Desktop
SF_3677,30,FEMALE,ITALY,Subscriber,324,Mobile
SF_3678,17,MALE,UK,Subscriber,58,Smart TV
SF_3679,34,MALE,FRANCE,Subscriber,464,Smart TV
SF_3680,23,FEMALE,CANADA,Subscriber,386,Smart TV
SF_3681,36,MALE,ITALY,Free,174,Smart TV
SF_3682,55,FEMALE,CANADA,Free,484,Tablet
SF_3683,19,MALE,CANADA,Subscriber,273,Mobile
SF_3684,42,MALE,FRANCE,Free,244,Desktop
SF_3685,46,MALE,FRANCE,Subscriber,204,Smart TV
SF_3686,14,MALE,CANADA,Subscriber,495,Mobile
SF_3687,33,FEMALE,UK,Free,211,Mobile
SF_3688,22,MALE,FRANCE,Subscriber,288,Tablet
SF_3689,31,MALE,FRANCE,Free,97,Mobile
SF_3690,54,MALE,CANADA,Subscriber,105,Tablet
SF_3691,62,MALE,UK,Free,18,Mobile
SF_3692,31,MALE,FRANCE,Free,346,Tablet
SF_3693,20,MALE,ITALY,Free,117,Smart TV
SF_3694,65,MALE,USA,Free,86,Smart TV
SF_3695,63,MALE,UK,Subscriber,493,Smart TV
